flightid,depcode,arrcode,depdate,arrdate,deptime,arrtime,depterminal,arrterminal,flightno,journey,class,bookingclass
1760717,SIN,DXB,2018-02-11,2018-02-11,01:20:00,04:50:00,1,3,EK405,in,,
1760717,DXB,NCL,2018-02-11,2018-02-11,07:25:00,11:20:00,3,,EK35,in,,
1676135,BHX,DXB,2018-01-26,2018-01-27,13:30:00,00:35:00,,3,EK40,out,,
1676135,DXB,SIN,2018-01-27,2018-01-27,03:15:00,14:40:00,3,1,EK354,out,,
1676135,SIN,DXB,2018-02-10,2018-02-11,21:00:00,01:00:00,1,3,EK355,in,,
1676135,DXB,BHX,2018-02-11,2018-02-11,07:25:00,11:25:00,3,,EK39,in,,
1722401,MAN,AMS,2018-01-26,2018-01-26,09:05:00,11:30:00,3,,KL1074,out,,
1722401,AMS,VIE,2018-01-26,2018-01-26,14:25:00,16:10:00,,,KL1847,out,,
1722401,VIE,CDG,2018-02-03,2018-02-03,10:05:00,12:10:00,,2F,AF1139,in,,
1722401,CDG,MAN,2018-02-03,2018-02-03,12:55:00,13:20:00,2E,3,AF1068,in,,
1863645,GLA,AMS,2018-01-26,2018-01-26,06:00:00,08:45:00,M,,KL1470,out,,
1863645,AMS,MAD,2018-01-26,2018-01-26,10:55:00,13:35:00,,2,KL3393,out,,
1863645,MAD,AMS,2018-01-29,2018-01-29,16:50:00,19:35:00,2,,KL1704,in,,
1863645,AMS,GLA,2018-01-29,2018-01-29,21:25:00,21:55:00,,M,KL1481,in,,
1854042,NCL,AMS,2018-01-26,2018-01-26,06:00:00,08:25:00,,,KL952,out,,
1854042,AMS,NCE,2018-01-26,2018-01-26,09:35:00,11:25:00,,2,KL1263,out,,
1854042,NCE,AMS,2018-01-30,2018-01-30,12:20:00,14:25:00,2,,KL1264,in,,
1854042,AMS,NCL,2018-01-30,2018-01-30,16:30:00,16:45:00,,,KL963,in,,
1706606,MAN,FRA,2018-01-26,2018-01-26,18:05:00,20:45:00,1,1,LH947,out,,
1706606,FRA,EZE,2018-01-26,2018-01-27,22:05:00,07:50:00,1,A,LH510,out,,
1706606,GIG,FRA,2018-02-15,2018-02-16,20:40:00,10:55:00,2,1,LH501,in,,
1706606,FRA,MAN,2018-02-16,2018-02-16,13:10:00,13:50:00,1,1,LH938,in,,
1683183,BRS,BRU,2018-01-26,2018-01-26,06:05:00,08:20:00,,,SN2060,out,,
1683183,BRU,JFK,2018-01-26,2018-01-26,10:35:00,13:20:00,,1,SN501,out,,
1683183,JFK,BRU,2018-01-30,2018-01-31,18:15:00,07:20:00,1,,UA9928,in,,
1683183,BRU,BRS,2018-01-31,2018-01-31,09:50:00,10:05:00,,,SN2055,in,,
1694714,BRS,BRU,2018-01-26,2018-01-26,06:05:00,08:20:00,,,SN2060,out,,
1694714,BRU,JFK,2018-01-26,2018-01-26,10:35:00,13:20:00,,1,UA9929,out,,
1694714,JFK,BRU,2018-01-31,2018-02-01,18:15:00,07:20:00,1,,UA9928,in,,
1694714,BRU,BRS,2018-02-01,2018-02-01,09:50:00,10:05:00,,,SN2055,in,,
1827364,MAN,IST,2018-01-26,2018-01-26,11:00:00,18:05:00,1,I,TK1994,out,,
1827364,IST,CAI,2018-01-26,2018-01-26,19:10:00,20:25:00,I,3,TK694,out,,
1737226,EDI,EWR,2018-01-26,2018-01-26,09:05:00,12:00:00,,B,UA39,out,,
1737226,EWR,MIA,2018-01-26,2018-01-26,14:30:00,17:26:00,C,,UA1579,out,,
1737226,MIA,EWR,2018-02-10,2018-02-10,14:20:00,17:27:00,,C,UA3533,in,,
1737226,EWR,EDI,2018-02-10,2018-02-11,20:00:00,07:35:00,C,,UA36,in,,
1697956,LGW,UVF,2018-01-26,2018-01-26,09:00:00,00:00:00,N,,VS89,out,,
1697956,UVF,GND,2018-01-26,2018-01-26,00:00:00,16:20:00,,,VS89,out,,
1697956,GND,UVF,2018-02-02,2018-02-02,18:05:00,00:00:00,,,VS90,in,,
1697956,UVF,LGW,2018-02-03,2018-02-03,00:00:00,08:40:00,,N,VS90,in,,
1698947,LGW,UVF,2018-01-26,2018-01-26,09:00:00,00:00:00,N,,VS89,out,,
1698947,UVF,GND,2018-01-26,2018-01-26,00:00:00,16:20:00,,,VS89,out,,
1698947,GND,UVF,2018-02-02,2018-02-02,18:05:00,00:00:00,,,VS90,in,,
1698947,UVF,LGW,2018-02-03,2018-02-03,00:00:00,08:40:00,,N,VS90,in,,
1729556,LGW,UVF,2018-01-26,2018-01-26,09:00:00,00:00:00,N,,VS89,out,,
1729556,UVF,GND,2018-01-26,2018-01-26,00:00:00,16:20:00,,,VS89,out,,
1729556,GND,UVF,2018-02-02,2018-02-02,18:05:00,00:00:00,,,VS90,in,,
1729556,UVF,LGW,2018-02-03,2018-02-03,00:00:00,08:40:00,,N,VS90,in,,
1772966,LGW,UVF,2018-01-26,2018-01-26,09:00:00,00:00:00,N,,VS89,out,,
1772966,UVF,GND,2018-01-26,2018-01-26,00:00:00,16:20:00,,,VS89,out,,
1772966,GND,UVF,2018-02-05,2018-02-05,18:05:00,00:00:00,,,VS90,in,,
1772966,UVF,LGW,2018-02-06,2018-02-06,00:00:00,08:40:00,,N,VS90,in,,
1723255,LHR,PHL,2018-01-27,2018-01-27,12:45:00,16:05:00,5,A,AA6130,out,,
1723255,PHL,MBJ,2018-01-27,2018-01-27,18:00:00,21:55:00,A,,AA555,out,,
1723255,MBJ,CLT,2018-02-03,2018-02-03,13:40:00,16:40:00,,,AA863,in,,
1723255,CLT,LHR,2018-02-03,2018-02-04,18:15:00,07:10:00,,3,AA730,in,,
1716976,MIA,CLT,2018-02-17,2018-02-17,17:15:00,19:21:00,,,AA798,in,,
1716976,CLT,LHR,2018-02-17,2018-02-18,20:30:00,09:15:00,,3,AA732,in,,
1704115,LGW,UVF,2018-01-27,2018-01-27,10:05:00,00:00:00,S,,BA2159,out,,
1704115,UVF,GND,2018-01-27,2018-01-27,00:00:00,16:50:00,,,BA2159,out,,
1704115,GND,UVF,2018-02-03,2018-02-03,18:20:00,00:00:00,,,BA2158,in,,
1704115,UVF,LGW,2018-02-04,2018-02-04,00:00:00,08:20:00,,S,BA2158,in,,
1751922,GLA,LGW,2018-01-27,2018-01-27,06:25:00,07:55:00,M,S,BA2953,out,,
1751922,LGW,UVF,2018-01-27,2018-01-27,10:05:00,00:00:00,S,,BA2159,out,,
1751922,UVF,GND,2018-01-27,2018-01-27,00:00:00,16:50:00,,,BA2159,out,,
1751922,GND,UVF,2018-02-10,2018-02-10,18:20:00,00:00:00,,,BA2158,in,,
1751922,UVF,LGW,2018-02-11,2018-02-11,00:00:00,08:20:00,,S,BA2158,in,,
1751922,LGW,GLA,2018-02-11,2018-02-11,11:15:00,12:45:00,S,M,BA2958,in,,
1818853,GLA,LGW,2018-01-27,2018-01-27,06:25:00,07:55:00,M,S,BA2953,out,,
1818853,LGW,TPA,2018-01-27,2018-01-27,12:30:00,17:25:00,S,,BA2167,out,,
1818853,TPA,LGW,2018-02-05,2018-02-06,19:25:00,08:45:00,,S,BA2166,in,,
1818853,LGW,GLA,2018-02-06,2018-02-06,11:25:00,12:55:00,S,M,BA2958,in,,
1869189,SOU,MAN,2018-01-27,2018-01-27,10:10:00,11:15:00,,3,BE865,out,,
1869189,MAN,EDI,2018-01-27,2018-01-27,12:15:00,13:20:00,3,,BE293,out,,
1683108,MAN,DUB,2018-01-27,2018-01-27,08:15:00,09:15:00,1,2,EI203,out,,
1683108,DUB,EWR,2018-01-27,2018-01-27,13:00:00,15:50:00,2,B,EI101,out,,
1683108,EWR,DUB,2018-01-31,2018-02-01,17:50:00,05:15:00,B,2,EI100,in,,
1683108,DUB,MAN,2018-02-01,2018-02-01,06:40:00,07:45:00,2,1,EI202,in,,
1636134,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1636134,DUB,JFK,2018-01-27,2018-01-27,10:50:00,13:40:00,2,5,EI105,out,,
1636134,JFK,DUB,2018-01-31,2018-02-01,17:30:00,05:00:00,5,2,EI104,in,,
1636134,DUB,NCL,2018-02-01,2018-02-01,06:50:00,08:05:00,2,,EI3350,in,,
1642125,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1642125,DUB,JFK,2018-01-27,2018-01-27,10:50:00,13:40:00,2,5,EI105,out,,
1642125,JFK,DUB,2018-01-31,2018-02-01,17:30:00,05:00:00,5,2,EI104,in,,
1642125,DUB,NCL,2018-02-01,2018-02-01,06:50:00,08:05:00,2,,EI3350,in,,
1643005,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1643005,DUB,JFK,2018-01-27,2018-01-27,10:50:00,13:40:00,2,5,EI105,out,,
1643005,JFK,DUB,2018-02-01,2018-02-02,17:30:00,05:00:00,5,2,EI104,in,,
1643005,DUB,NCL,2018-02-02,2018-02-02,06:50:00,08:05:00,2,,EI3350,in,,
1644435,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1644435,DUB,JFK,2018-01-27,2018-01-27,10:50:00,13:40:00,2,5,EI105,out,,
1644435,JFK,DUB,2018-01-31,2018-02-01,17:30:00,05:00:00,5,2,EI104,in,,
1644435,DUB,NCL,2018-02-01,2018-02-01,06:50:00,08:05:00,2,,EI3350,in,,
1649371,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1649371,DUB,EWR,2018-01-27,2018-01-27,13:00:00,15:40:00,2,B,EI101,out,,
1649371,EWR,DUB,2018-01-31,2018-02-01,17:40:00,05:20:00,B,2,EI100,in,,
1649371,DUB,NCL,2018-02-01,2018-02-01,06:50:00,08:05:00,2,,EI3350,in,,
1672922,NCL,DUB,2018-01-27,2018-01-27,08:30:00,09:40:00,,2,EI3351,out,,
1672922,DUB,EWR,2018-01-27,2018-01-27,13:00:00,15:40:00,2,B,EI101,out,,
1672922,EWR,DUB,2018-02-01,2018-02-02,17:40:00,05:20:00,B,2,EI100,in,,
1672922,DUB,NCL,2018-02-02,2018-02-02,06:50:00,08:05:00,2,,EI3350,in,,
1763752,LGW,DXB,2018-01-27,2018-01-27,09:40:00,20:35:00,N,3,EK12,out,,
1763752,DXB,BNE,2018-01-27,2018-01-28,22:00:00,18:15:00,3,I,EK430,out,,
1763752,BNE,SYD,2018-01-28,2018-01-28,20:00:00,22:35:00,D,3,QF559,out,,
1763752,SYD,DXB,2018-02-27,2018-02-28,21:45:00,05:15:00,1,3,EK413,in,,
1763752,DXB,LGW,2018-02-28,2018-02-28,07:40:00,11:40:00,3,N,EK15,in,,
1742892,MAN,AUH,2018-01-27,2018-01-27,08:10:00,19:25:00,1,3,EY16,out,,
1742892,AUH,SIN,2018-01-27,2018-01-28,22:50:00,10:05:00,3,2,EY470,out,,
1742892,SIN,AUH,2018-02-12,2018-02-12,19:20:00,23:00:00,2,3,EY473,in,,
1742892,AUH,MAN,2018-02-13,2018-02-13,02:30:00,06:40:00,3,1,EY15,in,,
1836767,EDI,AMS,2018-01-27,2018-01-27,09:20:00,11:50:00,,,KL1278,out,,
1836767,AMS,YYZ,2018-01-27,2018-01-27,13:30:00,15:35:00,,3,KL691,out,,
1836767,YYZ,AMS,2018-02-10,2018-02-11,18:10:00,07:25:00,3,,DL9340,in,,
1836767,AMS,EDI,2018-02-11,2018-02-11,09:40:00,10:10:00,,,DL9633,in,,
1606960,NCL,AMS,2018-01-27,2018-01-27,09:25:00,11:45:00,,,KL958,out,,
1606960,AMS,JFK,2018-01-27,2018-01-27,13:30:00,15:55:00,,4,KL641,out,,
1606960,JFK,AMS,2018-01-31,2018-02-01,17:55:00,06:55:00,4,,KL642,in,,
1606960,AMS,NCL,2018-02-01,2018-02-01,08:20:00,08:40:00,,,KL957,in,,
1633098,GLA,EWR,2018-01-27,2018-01-27,09:00:00,11:55:00,M,B,LH7647,out,,
1633098,EWR,LAS,2018-01-27,2018-01-27,15:15:00,17:54:00,C,3,UA1596,out,,
1633098,LAS,EWR,2018-02-03,2018-02-03,11:25:00,19:17:00,3,C,UA1537,in,,
1633098,EWR,GLA,2018-02-03,2018-02-04,20:00:00,07:30:00,C,M,UA161,in,,
1842796,LHR,KUL,2018-01-27,2018-01-28,10:00:00,07:00:00,4,M,MH3,out,,
1842796,KUL,SDK,2018-01-28,2018-01-28,10:25:00,13:10:00,M,,MH2710,out,,
1842796,AKL,KUL,2018-02-17,2018-02-17,00:55:00,06:55:00,I,M,MH132,in,,
1842796,KUL,LHR,2018-02-17,2018-02-17,09:00:00,15:25:00,M,4,MH4,in,,
1782646,LHR,MNL,2018-01-27,2018-01-28,21:50:00,19:45:00,3,2,PR721,out,,
1782646,MNL,AKL,2018-01-28,2018-01-29,23:15:00,14:05:00,2,I,PR218,out,,
1782646,AKL,MNL,2018-02-10,2018-02-10,00:30:00,05:45:00,I,2,PR219,in,,
1782646,MNL,LHR,2018-02-10,2018-02-10,13:00:00,19:25:00,2,3,PR720,in,,
1789136,DXB,IST,2018-01-27,2018-01-27,02:40:00,06:40:00,1,I,TK761,out,,
1789136,IST,LGW,2018-01-27,2018-01-27,08:05:00,09:20:00,I,S,TK1981,out,,
1690411,MAN,ATL,2018-01-27,2018-01-27,10:20:00,14:45:00,2,I,VS109,out,,
1690411,ATL,FLL,2018-01-27,2018-01-27,17:00:00,18:55:00,S,2,DL2334,out,,
1690411,FLL,ATL,2018-02-24,2018-02-24,14:55:00,16:53:00,2,S,VS5110,in,,
1690411,ATL,MAN,2018-02-24,2018-02-25,18:00:00,07:00:00,I,2,VS110,in,,
1845829,MAN,ATL,2018-01-27,2018-01-27,10:20:00,14:45:00,2,I,VS109,out,,
1845829,ATL,MCO,2018-01-27,2018-01-27,17:55:00,19:31:00,S,,VS5161,out,,
1845829,MCO,JFK,2018-02-06,2018-02-06,15:45:00,18:29:00,,4,DL1948,in,,
1845829,JFK,MAN,2018-02-06,2018-02-07,19:30:00,07:00:00,4,2,DL4351,in,,
1842523,LHR,JNB,2018-01-27,2018-01-28,18:55:00,07:50:00,3,A,VS601,out,,
1842523,JNB,CPT,2018-01-28,2018-01-28,10:35:00,12:45:00,B,,BA6409,out,,
1842523,CPT,JNB,2018-02-26,2018-02-26,17:00:00,19:00:00,,B,BA6422,in,,
1842523,JNB,LHR,2018-02-26,2018-02-27,21:10:00,06:20:00,A,3,VS602,in,,
1847577,LHR,JNB,2018-01-27,2018-01-28,18:55:00,07:50:00,3,A,VS601,out,,
1847577,JNB,CPT,2018-01-28,2018-01-28,09:25:00,11:35:00,B,,BA6413,out,,
1847577,CPT,JNB,2018-02-22,2018-02-22,17:00:00,19:00:00,,B,BA6422,in,,
1847577,JNB,LHR,2018-02-22,2018-02-23,21:10:00,06:20:00,A,3,VS602,in,,
1725833,NCL,LHR,2018-01-28,2018-01-28,11:50:00,13:10:00,,5,AA6666,out,,
1725833,LHR,JFK,2018-01-28,2018-01-28,14:45:00,17:55:00,3,8,AA105,out,,
1725833,JFK,LHR,2018-02-01,2018-02-02,18:35:00,06:25:00,7,5,AA6133,in,,
1725833,LHR,NCL,2018-02-02,2018-02-02,07:35:00,08:45:00,5,,AA6438,in,,
1825750,MAN,PHL,2018-01-28,2018-01-28,10:35:00,13:35:00,3,A,AA735,out,,
1825750,PHL,FLL,2018-01-28,2018-01-28,15:35:00,18:26:00,0,3,AA2022,out,,
1825750,FLL,PHL,2018-02-09,2018-02-09,16:30:00,19:18:00,3,0,AA630,in,,
1825750,PHL,MAN,2018-02-09,2018-02-10,21:00:00,08:45:00,A,3,AA734,in,,
1799823,LGW,ANU,2018-01-28,2018-01-28,09:25:00,00:00:00,S,,BA2157,out,,
1799823,ANU,PLS,2018-01-28,2018-01-28,00:00:00,17:20:00,,,BA2157,out,,
1799823,PLS,ANU,2018-02-11,2018-02-11,18:50:00,00:00:00,,,BA2156,in,,
1799823,ANU,LGW,2018-02-12,2018-02-12,00:00:00,10:00:00,,S,BA2156,in,,
1842750,LGW,ANU,2018-01-28,2018-01-28,09:25:00,00:00:00,S,,BA2157,out,,
1842750,ANU,PLS,2018-01-28,2018-01-28,00:00:00,17:20:00,,,BA2157,out,,
1842750,PLS,ANU,2018-02-04,2018-02-04,18:50:00,00:00:00,,,BA2156,in,,
1842750,ANU,LGW,2018-02-05,2018-02-05,00:00:00,10:00:00,,S,BA2156,in,,
1716248,SCL,MAD,2018-02-15,2018-02-16,19:55:00,12:50:00,,4S,IB7322,in,,
1716248,MAD,LHR,2018-02-16,2018-02-16,14:55:00,16:20:00,4,5,IB3172,in,,
1758310,SCL,MAD,2018-02-17,2018-02-18,13:40:00,06:30:00,,4S,IB6830,in,,
1758310,MAD,LHR,2018-02-18,2018-02-18,08:25:00,09:50:00,4,5,IB3162,in,,
1655581,MAN,DXB,2018-01-28,2018-01-28,08:45:00,19:45:00,1,3,EK22,out,Economy,
1655581,DXB,BKK,2018-01-28,2018-01-29,22:35:00,07:35:00,3,,EK374,out,Economy,
1655581,BKK,USM,2018-01-29,2018-01-29,09:00:00,10:30:00,,,PG119,out,,
1655581,USM,BKK,2018-02-12,2018-02-12,07:05:00,08:10:00,,,PG102,in,,
1655581,BKK,DXB,2018-02-12,2018-02-12,09:30:00,13:15:00,,3,EK375,in,Economy,
1655581,DXB,MAN,2018-02-12,2018-02-12,14:40:00,18:40:00,3,1,EK19,in,Economy,
1732527,MAN,DXB,2018-01-28,2018-01-28,08:45:00,19:45:00,1,3,EK22,out,,
1732527,DXB,SIN,2018-01-28,2018-01-29,21:15:00,08:25:00,3,1,EK352,out,,
1732527,SIN,DXB,2018-02-12,2018-02-12,09:35:00,13:00:00,1,3,EK433,in,,
1732527,DXB,MAN,2018-02-12,2018-02-12,14:40:00,18:40:00,3,1,EK19,in,,
1732685,MAN,DXB,2018-01-28,2018-01-28,08:45:00,19:45:00,1,3,EK22,out,,
1732685,DXB,SIN,2018-01-28,2018-01-29,21:15:00,08:25:00,3,1,EK352,out,,
1732685,SIN,DXB,2018-02-11,2018-02-11,09:35:00,13:00:00,1,3,EK433,in,,
1732685,DXB,MAN,2018-02-11,2018-02-11,14:40:00,18:40:00,3,1,EK19,in,,
1732752,MAN,DXB,2018-01-28,2018-01-28,08:45:00,19:45:00,1,3,EK22,out,,
1732752,DXB,SIN,2018-01-28,2018-01-29,21:15:00,08:25:00,3,1,EK352,out,,
1732752,SIN,DXB,2018-02-12,2018-02-12,09:35:00,13:00:00,1,3,EK433,in,,
1732752,DXB,MAN,2018-02-12,2018-02-12,14:40:00,18:40:00,3,1,EK19,in,,
1677784,GLA,DXB,2018-01-28,2018-01-29,20:50:00,08:05:00,M,3,EK26,out,,
1677784,DXB,MEL,2018-01-29,2018-01-29,10:10:00,00:00:00,3,,EK406,out,,
1677784,MEL,AKL,2018-01-30,2018-01-30,00:00:00,13:45:00,,I,EK406,out,,
1677784,SYD,DXB,2018-02-20,2018-02-21,21:45:00,05:15:00,1,3,EK413,in,,
1677784,DXB,GLA,2018-02-21,2018-02-21,07:20:00,11:30:00,3,M,EK27,in,,
1838116,GLA,DXB,2018-01-28,2018-01-29,13:00:00,00:30:00,M,3,EK28,out,,
1838116,DXB,ADL,2018-01-29,2018-01-29,02:00:00,20:50:00,3,1,EK440,out,,
1838116,ADL,DXB,2018-02-08,2018-02-09,22:35:00,05:15:00,1,3,EK441,in,,
1838116,DXB,GLA,2018-02-09,2018-02-09,07:20:00,11:30:00,3,M,EK27,in,,
1738746,NCL,DXB,2018-01-28,2018-01-29,13:00:00,00:15:00,,3,EK36,out,,
1738746,DXB,PER,2018-01-29,2018-01-29,02:55:00,17:45:00,3,1,EK420,out,,
1738746,PER,DXB,2018-02-16,2018-02-17,22:20:00,05:25:00,1,3,EK421,in,,
1738746,DXB,NCL,2018-02-17,2018-02-17,07:25:00,11:20:00,3,,EK35,in,,
1856841,DUR,DXB,2018-01-28,2018-01-29,19:10:00,05:30:00,,3,EK776,out,,
1856841,DXB,CDG,2018-01-29,2018-01-29,07:50:00,12:25:00,3,2C,EK73,out,,
1856841,FCO,DXB,2018-02-10,2018-02-11,20:45:00,05:30:00,3,3,EK96,in,,
1856841,DXB,DUR,2018-02-11,2018-02-11,10:35:00,17:05:00,3,,EK775,in,,
1741713,LHR,AUH,2018-01-28,2018-01-29,14:05:00,01:20:00,4,3,EY20,out,,
1741713,AUH,DEL,2018-01-29,2018-01-29,02:55:00,07:55:00,3,3,EY228,out,,
1741713,BOM,AUH,2018-02-17,2018-02-17,10:10:00,12:05:00,2,1,EY213,in,,
1741713,AUH,LHR,2018-02-17,2018-02-17,13:35:00,17:45:00,3,4,EY17,in,,
1845468,LHR,MAD,2018-01-28,2018-01-28,07:30:00,11:00:00,5,4S,IB7443,out,,
1845468,MAD,RAK,2018-01-28,2018-01-28,12:40:00,13:40:00,4S,1,IB3340,out,,
1845468,RAK,MAD,2018-02-02,2018-02-02,15:05:00,18:00:00,1,4S,IB3341,in,,
1845468,MAD,LHR,2018-02-02,2018-02-02,19:55:00,21:10:00,4S,5,IB7462,in,,
1679663,INV,AMS,2018-01-28,2018-01-28,13:15:00,15:55:00,,,KL930,out,,
1679663,AMS,CDG,2018-01-28,2018-01-28,20:30:00,21:45:00,,2F,KL2023,out,,
1679663,CDG,JNB,2018-01-28,2018-01-29,23:30:00,11:10:00,2E,A,KL2148,out,,
1679663,JNB,AMS,2018-02-28,2018-03-01,23:59:00,10:20:00,A,,KL592,in,,
1679663,AMS,INV,2018-03-01,2018-03-01,12:05:00,12:45:00,,,KL929,in,,
1628512,MAN,FRA,2018-01-28,2018-01-28,06:30:00,09:15:00,1,1,LH949,out,,
1628512,FRA,JFK,2018-01-28,2018-01-28,10:50:00,13:40:00,1,1,LH400,out,,
1628512,JFK,BRU,2018-02-01,2018-02-02,18:15:00,07:20:00,1,,UA9928,in,,
1628512,BRU,MAN,2018-02-02,2018-02-02,09:55:00,10:15:00,,1,UA9909,in,,
1748692,MRU,CDG,2018-02-08,2018-02-09,22:50:00,07:35:00,,2E,MK34,in,,
1748692,CDG,LHR,2018-02-09,2018-02-09,10:15:00,10:35:00,2E,4,MK9416,in,,
1725725,BNE,SYD,2018-01-28,2018-01-28,10:05:00,12:40:00,D,3,QF521,out,,
1725725,SYD,SIN,2018-01-28,2018-01-28,16:30:00,21:30:00,1,1,BA16,out,,
1725725,SIN,SYD,2018-02-13,2018-02-14,20:05:00,06:45:00,1,1,BA15,in,,
1725725,SYD,BNE,2018-02-14,2018-02-14,08:30:00,09:00:00,3,D,QF510,in,,
1731362,BNE,SYD,2018-01-28,2018-01-28,12:05:00,14:40:00,D,3,QF529,out,,
1731362,SYD,SIN,2018-01-28,2018-01-28,16:30:00,21:30:00,1,1,BA16,out,,
1731362,SIN,SYD,2018-02-10,2018-02-11,20:05:00,06:45:00,1,1,BA15,in,,
1731362,SYD,BNE,2018-02-11,2018-02-11,09:00:00,09:30:00,3,D,QF512,in,,
1749297,MAN,DOH,2018-01-28,2018-01-28,07:50:00,17:35:00,2,,QR22,out,,
1749297,DOH,SYD,2018-01-28,2018-01-29,20:55:00,19:00:00,,1,QR908,out,,
1749297,SYD,DOH,2018-02-19,2018-02-20,22:10:00,05:05:00,1,,QR909,in,,
1749297,DOH,MAN,2018-02-20,2018-02-20,07:10:00,11:50:00,,2,QR27,in,,
1818885,EDI,DOH,2018-01-28,2018-01-29,14:55:00,00:55:00,,,QR30,out,,
1818885,DOH,LYP,2018-01-29,2018-01-29,05:25:00,10:45:00,,,QR622,out,,
1818885,LYP,DOH,2018-03-25,2018-03-25,03:05:00,05:30:00,,,QR625,in,,
1818885,DOH,EDI,2018-03-25,2018-03-25,07:05:00,12:30:00,,,QR29,in,,
1656772,BHX,DOH,2018-01-28,2018-01-29,15:20:00,01:05:00,,,QR34,out,,
1656772,DOH,HKG,2018-01-29,2018-01-29,02:25:00,14:45:00,,1,QR818,out,,
1656772,SIN,DOH,2018-02-16,2018-02-16,20:25:00,23:30:00,3,,QR947,in,,
1656772,DOH,BHX,2018-02-17,2018-02-17,01:30:00,06:00:00,,,QR35,in,,
1727128,JNB,SIN,2018-01-28,2018-01-29,13:45:00,06:10:00,A,0,SQ479,out,,
1727128,SIN,DPS,2018-01-29,2018-01-29,08:20:00,11:05:00,2,I,MI5838,out,,
1727128,DPS,SIN,2018-02-05,2018-02-06,21:45:00,00:20:00,I,0,MI5849,in,,
1727128,SIN,JNB,2018-02-06,2018-02-06,01:30:00,06:10:00,3,A,SQ478,in,,
1742009,MAN,SIN,2018-01-28,2018-01-29,11:00:00,07:55:00,2,0,SQ51,out,,
1742009,SIN,PER,2018-01-29,2018-01-29,18:40:00,23:55:00,3,1,SQ215,out,,
1742009,PER,SIN,2018-02-19,2018-02-19,17:30:00,22:45:00,1,0,SQ214,in,,
1742009,SIN,MAN,2018-02-20,2018-02-20,02:15:00,08:30:00,3,2,SQ52,in,,
1797497,MAN,SIN,2018-01-28,2018-01-29,11:00:00,07:55:00,2,0,SQ51,out,,
1797497,SIN,PER,2018-01-29,2018-01-29,09:30:00,14:45:00,3,1,SQ223,out,,
1797497,PER,SIN,2018-03-29,2018-03-29,17:10:00,22:35:00,1,0,SQ214,in,,
1797497,SIN,MAN,2018-03-30,2018-03-30,02:25:00,09:10:00,3,2,SQ52,in,,
1846437,EDI,IST,2018-01-28,2018-01-28,16:20:00,23:40:00,,I,TK1346,out,,
1846437,IST,MNL,2018-01-29,2018-01-29,02:35:00,18:40:00,I,1,TK84,out,,
1846437,SIN,IST,2018-02-13,2018-02-13,00:05:00,06:25:00,1,I,TK55,in,,
1846437,IST,EDI,2018-02-13,2018-02-13,13:45:00,15:25:00,I,,TK1345,in,,
1854047,EDI,IST,2018-01-28,2018-01-28,16:20:00,23:40:00,,I,TK1346,out,,
1854047,IST,DOH,2018-01-29,2018-01-30,20:55:00,01:10:00,I,1,TK780,out,,
1854047,DOH,IST,2018-02-05,2018-02-05,02:10:00,06:55:00,1,I,TK781,in,,
1854047,IST,EDI,2018-02-05,2018-02-05,09:20:00,10:55:00,I,,TK1343,in,,
1675736,DUB,IST,2018-01-28,2018-01-29,16:55:00,00:25:00,1,I,TK1978,out,,
1675736,IST,HKG,2018-01-29,2018-01-29,02:25:00,17:20:00,I,1,TK70,out,,
1675736,SIN,IST,2018-02-16,2018-02-17,23:35:00,06:40:00,1,I,TK55,in,,
1675736,IST,DUB,2018-02-17,2018-02-17,08:35:00,10:20:00,I,1,TK1975,in,,
1848486,LHR,IST,2018-01-28,2018-01-28,11:30:00,18:20:00,2,I,TK1980,out,,
1848486,IST,FRU,2018-01-28,2018-01-29,21:50:00,06:10:00,I,,TK348,out,,
1848486,FRU,IST,2018-02-06,2018-02-06,07:40:00,10:45:00,,I,TK349,in,,
1848486,IST,LHR,2018-02-06,2018-02-06,13:40:00,14:45:00,I,2,TK1985,in,,
1748934,MAN,EWR,2018-01-28,2018-01-28,09:00:00,12:20:00,2,B,UA80,out,,
1748934,EWR,FLL,2018-01-28,2018-01-28,14:40:00,17:31:00,C,1,UA1790,out,,
1748934,FLL,EWR,2018-02-09,2018-02-09,13:30:00,16:45:00,1,C,UA1417,in,,
1748934,EWR,MAN,2018-02-09,2018-02-10,19:30:00,07:15:00,C,2,UA81,in,,
1845808,MAN,PHL,2018-01-29,2018-01-29,10:35:00,13:35:00,3,A,AA735,out,,
1845808,PHL,MCO,2018-01-29,2018-01-29,15:48:00,18:33:00,0,,AA2008,out,,
1845808,MCO,PHL,2018-02-03,2018-02-03,17:17:00,19:45:00,,0,AA1666,in,,
1845808,PHL,MAN,2018-02-03,2018-02-04,21:00:00,08:45:00,A,3,AA734,in,,
1717196,NCL,LHR,2018-01-29,2018-01-29,07:50:00,09:15:00,,5,BA1321,out,,
